STT	type	tên gi?ng loài	tu?i th? trung bình	cân n?ng trung bình	chi?u cao trung bình	chi?u dài trung bình	cách ch?m	giá có gi?y t?	giá không gi?y t?	giá qu?c t?	score_energy	score_space	score_grooming	score_kid_friendly	score_size	size_index
10	Dog	basset	10 n?m - 12 n?m 	18 – 29 kg	28 – 38 cm	75 – 95 cm	"Basset Hound là gi?ng chó s?n mùi có thân dài, chân ng?n và ?ôi tai r? ??c tr?ng. Chúng v?n hi?n lành, thân thi?n và r?t g?n bó v?i gia ?ình. Vi?c ch?m sóc Basset không quá ph?c t?p nh?ng ?òi h?i s? kiên nh?n. V? v?n ??ng, Basset không c?n ch?y nh?y quá nhi?u, ch? c?n d?t ?i d?o ??u ??n và cho tham gia các trò ch?i ?ánh h?i là ?ã ?? ?? duy trì s?c kh?e và s? linh ho?t. Tuy nhiên, do thân dài – chân ng?n, b?n c?n h?n ch? cho chúng leo c?u thang ho?c nh?y t? trên cao xu?ng vì d? gây v?n ?? v? x??ng kh?p và c?t s?ng.  
  
Trong ch? ?? ?n u?ng, Basset Hound khá tham ?n, d? b? béo phì n?u không ki?m soát kh?u ph?n. Nên cho ?n kh?u ph?n v?a ??, giàu ??m t? th?t n?c, cá, tr?ng, k?t h?p rau c? ?? h? tr? tiêu hóa. H?n ch? các lo?i th?c ?n nhi?u tinh b?t, d?u m?, và nên chia nh? b?a thay vì cho ?n quá nhi?u m?t lúc ?? tránh ??y h?i.  
  
V? ch?m sóc s?c kh?e, Basset d? g?p các v?n ?? v? tai vì tai dài và r? sát ??t, r?t d? bám b?i và vi khu?n. Ch? nuôi c?n v? sinh tai h?ng tu?n và gi? tai luôn khô thoáng ?? tránh viêm nhi?m. Ngoài ra, b?n c?ng nên v? sinh m?t th??ng xuyên vì Basset d? b? ch?y n??c m?t và nhi?m trùng m?t.  
  
Tính cách c?a Basset Hound hi?n lành, ?i?m t?nh, yêu tr? con và th??ng hòa ??ng v?i các loài v?t khác. Tuy nhiên, chúng khá b??ng b?nh trong hu?n luy?n do b?n n?ng s?n mùi m?nh, hay b? “xao nhãng” b?i mùi h??ng xung quanh. Do ?ó, vi?c hu?n luy?n c?n kiên nh?n, dùng ph?n th??ng ?? t?o ??ng l?c. V?i dáng v? ng? ngh?nh, ?ôi m?t bu?n và tính cách thân thi?n, Basset Hound r?t phù h?p làm thú c?ng trong gia ?ình."	20 – 35 tri?u VN?	12 – 20 tri?u VN?	1500 – 3000 USD	4	4	3	2	medium	1.067865089
11	Dog	beagle	12 n?m - 15 n?m 	9 – 12 kg	33 – 40 cm	33 – 40 cm	"Beagle là gi?ng chó s?n mùi nh? g?n, n?ng ??ng và c?c k? tinh ngh?ch. Chúng có tính tò mò b?m sinh, luôn mu?n khám phá xung quanh và th??ng “c?m ??u” theo d?u v?t mùi h??ng. Vì v?y, vi?c d?t Beagle ?i d?o h?ng ngày là b?t bu?c, kèm theo các ho?t ??ng th? ch?t nh? ch?y nh?y, ch?i ném bóng, kéo co ?? gi?i phóng n?ng l??ng. N?u b? nh?t quá lâu, Beagle d? sinh bu?n chán, d?n ??n c?n phá ?? ??c.  
  
V? ch? ?? ?n, Beagle khá tham ?n và d? t?ng cân. B?n c?n ki?m soát kh?u ph?n ?n, ?u tiên th?c ph?m giàu protein t? th?t, cá, tr?ng, kèm theo rau c? và ng? c?c nguyên h?t ?? h? tr? tiêu hóa. Nên chia nh? kh?u ph?n 2–3 b?a/ngày thay vì cho ?n quá nhi?u m?t l?n. Tránh cho ?n th?c ?n nhi?u d?u m?, x??ng nh? ho?c ?? ng?t.  
  
Trong ch?m sóc s?c kh?e, Beagle là gi?ng chó kh?e m?nh, ít b?nh di truy?n, nh?ng có th? g?p các v?n ?? v? béo phì, viêm tai do tai dài và d? bám b?i, cùng v?i b?nh v? m?t (glaucoma, lo?n s?n võng m?c). B?n nên v? sinh tai ??nh k?, lau m?t th??ng xuyên và cho ?i ki?m tra thú y h?ng n?m.  
  
V? tính cách, Beagle thông minh, vui v? và hòa ??ng v?i tr? em c?ng nh? các v?t nuôi khác. Tuy nhiên, chúng có ph?n b??ng b?nh, khó hu?n luy?n do b?n n?ng s?n mùi m?nh khi?n chúng d? m?t t?p trung. ?? hu?n luy?n hi?u qu?, c?n áp d?ng ph??ng pháp tích c?c d?a trên ph?n th??ng (bánh th??ng, ?? ch?i). Beagle r?t thích có b?n ??ng hành, vì v?y n?u gia ?ình b?n có nhi?u ng??i ho?c có nuôi thêm thú c?ng khác, chúng s? s?ng h?nh phúc h?n."	15 – 25 tri?u VN?	8 – 15 tri?u VN?	1200 – 2500 USD	4	4	3	2	small	0.615139726
12	Dog	bloodhound	10 n?m - 12 n?m 	36 – 50 kg	58 – 69 cm	95 – 110 cm	"Bloodhound ???c m?nh danh là “vua s?n mùi” v?i kh? n?ng ?ánh h?i tuy?t v?i, th??ng ???c s? d?ng trong công tác truy tìm t?i ph?m ho?c c?u h?. Chúng là gi?ng chó to l?n, c? b?p kh?e m?nh, da chùng và có ?ôi tai dài r? ??c tr?ng. Vì kích th??c l?n và nhu c?u v?n ??ng cao, Bloodhound c?n ???c ?i d?o dài ho?c ch?y b? ít nh?t 1 – 2 gi? m?i ngày. N?u không v?n ??ng ??y ??, chúng d? b? stress và phá phách.  
  
V? dinh d??ng, Bloodhound c?n kh?u ph?n ?n nhi?u ??m và ch?t béo t?t t? th?t bò, gà, cá, tr?ng ?? duy trì c? b?p và n?ng l??ng. K?t h?p thêm rau c?, ng? c?c nguyên h?t ?? h? tr? h? tiêu hóa. Do gi?ng chó này d? b? ??y h?i (bloating), b?n nên chia nh? b?a ?n thay vì cho ?n quá nhi?u m?t lúc, ??ng th?i h?n ch? cho v?n ??ng m?nh ngay sau khi ?n.  
  
Ch?m sóc s?c kh?e cho Bloodhound c?n ??c bi?t chú ý ??n tai và m?t. ?ôi tai dài d? tích t? b?i b?n và ?m, d? d?n ??n viêm tai n?u không v? sinh th??ng xuyên. M?t c?a chúng c?ng d? b? ch?y n??c m?t, viêm nhi?m, c?n ???c lau r?a ??nh k?. Ngoài ra, Bloodhound có nguy c? m?c b?nh lo?n s?n x??ng hông và các v?n ?? v? kh?p do tr?ng l??ng l?n, vì v?y c?n cho v?n ??ng ?i?u ?? và không ?? chúng béo phì.  
  
V? tính cách, Bloodhound hi?n lành, thân thi?n, th??ng hòa ??ng v?i tr? em và các loài v?t khác. Tuy nhiên, chúng có tính ??c l?p cao, r?t b??ng b?nh và th??ng ch? t?p trung vào mùi h??ng khi ?ã ?ánh h?i th?y. ?i?u này khi?n vi?c hu?n luy?n Bloodhound khá khó kh?n, ?òi h?i s? kiên nh?n, nh?t quán và ph?i áp d?ng các ph??ng pháp tích c?c. N?u ???c nuôi d??ng ?úng cách, Bloodhound s? tr? thành ng??i b?n ??ng hành trung thành, v?a là thú c?ng gia ?ình, v?a có th? h? tr? trong công vi?c tìm ki?m."	25 – 40 tri?u VN?	15 – 25 tri?u VN?	1800 – 3500 USD	1	3	3	2	large	1.736269542
13	Dog	bluetick	11 n?m - 12 n?m	20 – 36 kg	51 – 69 cm	85 – 105 cm	"Bluetick Coonhound là gi?ng chó s?n mùi n?i ti?ng ? M?, ??c tr?ng v?i b? lông loang xanh ?en và s? d?o dai trong s?n b?n. Chúng tràn ??y n?ng l??ng, c?n v?n ??ng nhi?u h?n m?c trung bình so v?i các gi?ng chó c?nh khác. M?i ngày, b?n nên cho Bluetick ch?y b?, ?i d?o ???ng dài ho?c tham gia trò ch?i ?ánh h?i ít nh?t 1 – 2 gi?. N?u không ???c gi?i phóng n?ng l??ng, chúng có th? tr? nên b?n ch?n, hú ho?c c?n phá ?? ??c.  
  
Trong ch? ?? ?n, Bluetick c?n kh?u ph?n giàu protein ?? duy trì s?c m?nh c? b?p, k?t h?p rau c? và ng? c?c nguyên h?t ?? h? tr? tiêu hóa. Do là gi?ng chó s?n, chúng d? t?ng cân n?u ?n nhi?u nh?ng ít v?n ??ng, vì v?y b?n nên ki?m soát kh?u ph?n và h?n ch? th?c ?n nhi?u tinh b?t ho?c ch?t béo. Ngoài ra, nên chia b?a ?n thành 2 – 3 l?n trong ngày ?? gi?m nguy c? ??y h?i.  
  
V? ch?m sóc s?c kh?e, Bluetick nhìn chung khá kh?e m?nh nh?ng d? g?p m?t s? v?n ?? nh? viêm tai (do tai dài và r?), béo phì và b?nh v? x??ng kh?p n?u không v?n ??ng ??. B?n nên v? sinh tai h?ng tu?n, ki?m tra m?t th??ng xuyên và ??a ?i khám thú y ??nh k? ?? phòng b?nh di truy?n.  
  
V? tính cách, Bluetick Coonhound thông minh, can ??m, trung thành và có b?n n?ng s?n mùi c?c m?nh. Tuy nhiên, chúng c?ng b??ng b?nh và ??c l?p, d? b? “xao nhãng” b?i mùi h??ng xung quanh, nên vi?c hu?n luy?n c?n s? kiên nh?n và nh?t quán. ?ây là gi?ng chó thích hú, s?a khi phát hi?n mùi ho?c mu?n giao ti?p, nên không quá phù h?p v?i môi tr??ng c?n h? ch?t h?p. N?u b?n là ng??i yêu thích v?n ??ng ngoài tr?i, thích ?i dã ngo?i ho?c ch?y b?, Bluetick Coonhound s? là ng??i b?n ??ng hành tuy?t v?i."	18 – 30 tri?u VN?	10 – 18 tri?u VN?	1200 – 2500 USD	3	1	3	3	large	1.381643604
14	Dog	black_and_tan_coonhound	10 n?m - 12 n?m 	29 – 41 kg	58 – 69 cm	90 – 105 cm	"Black and Tan Coonhound là gi?ng chó s?n M? truy?n th?ng, n?i b?t v?i b? lông ?en tuy?n có m?ng nâu ?? ? chân và m?t. Chúng s? h?u kh?u giác c?c k? nh?y bén, có th? l?n theo d?u v?t nhi?u ngày, vì v?y nhu c?u v?n ??ng c?a chúng r?t cao. B?n nên cho chúng ?i d?o dài, ch?y b? ho?c tham gia các trò ch?i truy tìm mùi ít nh?t 1 – 2 gi?/ngày. N?u s?ng trong môi tr??ng ch?t h?p và ít v?n ??ng, chúng d? tr? nên bu?n chán, hú ho?c c?n phá ?? ??c.  
  
Ch? ?? ?n c?a Black and Tan Coonhound c?n giàu protein t? th?t n?c, cá, tr?ng, b? sung rau c? và ng? c?c nguyên h?t ?? cân b?ng dinh d??ng. Do có nguy c? béo phì n?u ?n nhi?u mà không v?n ??ng, b?n nên ki?m soát kh?u ph?n, chia thành 2 – 3 b?a/ngày và h?n ch? th?c ?n nhi?u d?u m?.  
  
V? s?c kh?e, ?ây là gi?ng chó kh?e m?nh nh?ng d? g?p m?t s? v?n ?? nh? viêm tai (tai dài d? ?m và bám b?i), lo?n s?n x??ng hông, b?nh v? m?t và béo phì. Vi?c v? sinh tai h?ng tu?n, ki?m tra m?t th??ng xuyên và cho ?i khám thú y ??nh k? là c?n thi?t ?? phòng ng?a.  
  
Tính cách c?a Black and Tan Coonhound khá hi?n lành, trung thành, thân thi?n v?i tr? em và th??ng hòa ??ng v?i v?t nuôi khác. Tuy nhiên, chúng có b?n n?ng s?n mùi m?nh, th??ng hú ho?c s?a khi ?ánh h?i th?y ?i?u gì ?ó, nên không quá phù h?p v?i môi tr??ng c?n h? yên t?nh. Trong hu?n luy?n, chúng h?i b??ng b?nh và ??c l?p, nên c?n ph??ng pháp kiên nh?n, dùng ph?n th??ng ?? khuy?n khích. N?u ???c ch?m sóc ?úng cách, ?ây là ng??i b?n ??ng hành lý t??ng cho nh?ng ai yêu thích dã ngo?i, ?i s?n hay v?n ??ng ngoài tr?i."	18 – 30 tri?u VN?	10 – 18 tri?u VN?	1200 – 2500 USD	1	1	3	2	large	1.55505182
15	Dog	walker_hound	12 n?m - 13 n?m 	20 – 32 kg	49 – 69 cm	85 – 105 cm	"Treeing Walker Coonhound, th??ng ???c g?i ng?n g?n là Walker Hound, là gi?ng chó s?n M? r?t n?i ti?ng v?i kh? n?ng truy d?u nhanh và dai s?c. Chúng th??ng ???c nuôi ?? s?n thú nh? nh? sóc, g?u mèo và th?m chí c? h??u. ??c ?i?m n?i b?t c?a Walker Hound là s? nhanh nh?n, s?c b?n và b?n n?ng s?n m?i m?nh m?. Vì th?, vi?c ch?m sóc chúng ?òi h?i m?t ch? ?? v?n ??ng dày ??c: m?i ngày c?n ít nh?t 1 – 2 gi? ch?y b?, ?i d?o dài ho?c tham gia các trò ch?i ?ánh h?i. N?u b? nh?t trong nhà quá lâu, chúng d? tr? nên b?n ch?n, hú, ho?c phá phách.  
  
Trong ch? ?? ?n, Walker Hound c?n nhi?u protein ?? duy trì c? b?p, k?t h?p ch?t béo t?t ?? cung c?p n?ng l??ng cho ho?t ??ng s?n m?i. Kh?u ph?n nên g?m th?t gà, bò, cá, tr?ng, k?t h?p rau c? và ng? c?c nguyên h?t ?? cân b?ng dinh d??ng. Do có nguy c? ??y h?i (bloating), b?n nên chia b?a thành 2 – 3 l?n/ngày thay vì cho ?n m?t b?a l?n.  
  
V? s?c kh?e, Walker Hound nhìn chung kh?e m?nh, ít b?nh di truy?n n?ng. Tuy v?y, chúng có th? g?p m?t s? v?n ?? th??ng th?y ? chó s?n mùi nh? viêm tai (tai dài d? b?n và ?m), b?nh v? kh?p do v?n ??ng nhi?u, và béo phì n?u không ki?m soát kh?u ph?n. B?n nên v? sinh tai h?ng tu?n, ki?m tra m?t ??nh k? và duy trì cân n?ng ?n ??nh ?? gi?m áp l?c lên kh?p.  
  
V? tính cách, Walker Hound thông minh, trung thành, thân thi?n v?i gia ?ình và th??ng hòa ??ng v?i tr? em. Tuy nhiên, chúng có tính ??c l?p cao và b?n n?ng s?n mùi r?t m?nh, ?ôi khi khi?n chúng “ph?t l?” l?nh g?i khi ?ang theo d?u v?t. Vi?c hu?n luy?n ?òi h?i kiên nh?n, dùng ph?n th??ng tích c?c và b?t ??u t? khi còn nh?. Do hay hú và s?a l?n khi ?ánh h?i th?y d?u v?t, Walker Hound không th?c s? phù h?p v?i môi tr??ng c?n h? ?ông ?úc. Ng??c l?i, chúng s? là b?n ??ng hành tuy?t v?i cho nh?ng ai yêu thích không gian r?ng rãi và các ho?t ??ng ngoài tr?i."	15 – 25 tri?u VN?	8 – 15 tri?u VN?	1000 – 2000 USD	3	1	3	2	large	1.335309704
16	Dog	english_foxhound	10 n?m - 13 n?m 	29 – 34 kg	58 – 64 cm	90 – 105 cm	"English Foxhound là gi?ng chó s?n truy?n th?ng c?a Anh, n?i ti?ng v?i s?c b?n phi th??ng, th??ng ???c dùng ?? s?n cáo theo b?y ?àn. Chúng có thân hình s?n ch?c, tính cách m?nh m? và ngu?n n?ng l??ng d?i dào, vì v?y ch?m sóc gi?ng chó này ?òi h?i môi tr??ng r?ng rãi và nhi?u ho?t ??ng th? ch?t. Ch? nuôi nên cho chúng ch?y b?, ?i d?o ???ng dài ho?c ch?i các trò ch?i v?n ??ng ít nh?t 2 gi?/ngày. N?u nuôi trong c?n h? ch?t h?p, English Foxhound d? b? stress, hú, ho?c có hành vi phá phách.  
  
Trong ch? ?? ?n, chúng c?n kh?u ph?n giàu protein t? th?t gà, bò, cá, kèm theo rau c? và ng? c?c nguyên h?t ?? duy trì s?c kh?e và s?c b?n. Do b?n tính s?n m?i, chúng tiêu hao nhi?u n?ng l??ng nên c?n cung c?p ??y ?? calo, nh?ng c?ng ph?i tránh ?? béo phì b?ng cách cân ??i l??ng ?n v?i v?n ??ng. T?t nh?t, nên chia kh?u ph?n thành 2 – 3 b?a/ngày ?? h? tiêu hóa ho?t ??ng ?n ??nh.  
  
V? s?c kh?e, English Foxhound nhìn chung kh?e m?nh, ít b?nh di truy?n nghiêm tr?ng. Tuy v?y, chúng có th? g?p m?t s? v?n ?? nh? lo?n s?n x??ng hông, ?au kh?p do v?n ??ng c??ng ?? cao, ho?c viêm tai vì tai r? xu?ng d? ?m. C?n v? sinh tai h?ng tu?n, ki?m tra m?t ??nh k? và gi? cân n?ng ?n ??nh ?? gi?m áp l?c lên kh?p.  
  
Tính cách c?a English Foxhound thân thi?n, hòa ??ng và th??ng s?ng t?t trong ?àn ho?c gia ?ình có nhi?u thú c?ng khác. Tuy nhiên, chúng ??c l?p và có b?n n?ng s?n mùi r?t m?nh, ?ôi khi khi?n vi?c hu?n luy?n g?p khó kh?n. ?? hu?n luy?n hi?u qu?, c?n kiên nh?n, áp d?ng ph??ng pháp tích c?c và cho chúng xã h?i hóa s?m. English Foxhound không phù h?p v?i ng??i m?i nuôi chó l?n ??u ho?c gia ?ình b?n r?n, mà thích h?p h?n v?i nh?ng ai có nhi?u th?i gian, yêu thích v?n ??ng và có không gian s?ng r?ng rãi."	20 – 35 tri?u VN?	12 – 20 tri?u VN?	1500 – 3000 USD	5	1	3	2	large	1.468980555
17	Dog	redbone	12 n?m - 14 n?m 	20 – 32 kg	53 – 69 cm	85 – 105 cm	"Redbone Coonhound là gi?ng chó s?n có ngu?n g?c t? M?, n?i b?t v?i b? lông ?? ??ng óng ? và vóc dáng cân ??i. Chúng r?t nhanh nh?n, d?o dai và có b?n n?ng s?n mùi m?nh m?, th??ng ???c dùng ?? s?n thú nh? nh? g?u mèo, sóc và th?m chí c? thú l?n. Vì v?y, Redbone c?n v?n ??ng th??ng xuyên, ít nh?t 1 – 2 gi?/ngày v?i các ho?t ??ng nh? ?i b? ???ng dài, ch?y b? ho?c tham gia trò ch?i ?ánh h?i. N?u b? giam trong nhà quá lâu, chúng d? bu?n chán và tr? nên phá phách.  
  
Trong ch? ?? ?n, Redbone c?n kh?u ph?n giàu protein ?? duy trì c? b?p kh?e m?nh và cung c?p n?ng l??ng. Th?t gà, bò, cá, tr?ng k?t h?p cùng rau c?, ng? c?c nguyên h?t s? giúp cân b?ng dinh d??ng. Do có nguy c? béo phì n?u ?n nhi?u mà không v?n ??ng ??, b?n nên ki?m soát kh?u ph?n ?n, chia làm 2 – 3 b?a nh? trong ngày, ??ng th?i tránh cho ?n quá nhi?u th?c ?n ch?a tinh b?t ho?c ch?t béo x?u.  
  
V? s?c kh?e, Redbone Coonhound nhìn chung kh?e m?nh nh?ng có th? g?p m?t s? v?n ?? v? x??ng kh?p nh? lo?n s?n hông ho?c kh?p, cùng v?i b?nh v? tai do tai dài d? b?n. Ch? nuôi c?n v? sinh tai h?ng tu?n, ki?m tra m?t ??nh k? và gi? cân n?ng ?n ??nh ?? gi?m áp l?c cho h? x??ng kh?p.  
  
Tính cách c?a Redbone Coonhound r?t thân thi?n, trung thành và hòa ??ng v?i tr? em c?ng nh? các v?t nuôi khác. Tuy nhiên, chúng ??c l?p và b??ng b?nh, nh?t là khi ?ánh h?i th?y mùi l?, nên hu?n luy?n c?n kiên nh?n và nh?t quán, k?t h?p ph?n th??ng ?? khuy?n khích. ?ây là gi?ng chó phù h?p v?i nh?ng ng??i yêu thích ho?t ??ng ngoài tr?i, thích ch?y b?, leo núi và có không gian s?ng r?ng rãi. V?i ngo?i hình ??p và tính cách d? g?n, Redbone v?a là b?n ??ng hành s?n m?i, v?a là thú c?ng tình c?m trong gia ?ình."	15 – 25 tri?u VN?	8 – 15 tri?u VN?	1200 – 2500 USD	3	1	3	2	large	1.348608208
18	Dog	borzoi	9 n?m - 14 n?m 	25 – 47 kg	68 – 85 cm	90 – 110 cm	"Borzoi là gi?ng chó s?n quý t?c n?i ti?ng c?a Nga, có ngo?i hình thanh thoát, dáng v? sang tr?ng và tính cách ?i?m t?nh. Chúng c?n m?t không gian r?ng rãi ?? v?n ??ng, vì b?n ch?t là chó s?n t?c ??. N?u nuôi ? thành ph?, b?n c?n cho Borzoi ?i d?o dài ho?c ch?y t? do ? khu v?c an toàn ít nh?t 1 – 2 gi? m?i ngày ?? gi?i t?a n?ng l??ng.  
  
B? lông dài, m??t và dày c?a Borzoi c?n ???c ch?i chu?t th??ng xuyên, ít nh?t 2 – 3 l?n/tu?n ?? tránh r?i và gi? v? ngoài óng ?. Ngoài ra, c?n t?m r?a ??nh k? b?ng s?a t?m chuyên d?ng cho chó lông dài. V? dinh d??ng, Borzoi c?n ch? ?? ?n giàu protein t? th?t n?c, cá, tr?ng và k?t h?p rau c? qu? ?? cân b?ng. Không nên cho ?n quá nhi?u tinh b?t vì d? gây béo phì.  
  
Gi?ng chó này khá nh?y c?m và tình c?m, th??ng g?n bó sâu s?c v?i ch? nh?ng l?i ??c l?p v?i ng??i l?. B?n nên dành th?i gian hu?n luy?n và xã h?i hóa t? s?m ?? tránh tính cách quá nhút nhát ho?c th? ?. Ngoài ra, Borzoi c?ng d? m?c m?t s? b?nh di truy?n nh? lo?n s?n x??ng hông, b?nh tim ho?c các v?n ?? v? tiêu hóa, vì v?y c?n ??a ?i khám thú y ??nh k?."	30 – 60 tri?u VN?	15 – 25 tri?u VN?	2000 – 5000 USD	1	3	4	3	large	1.672573983
19	Dog	irish_wolfhound	6 n?m - 10 n?m 	40 – 69 kg	71 – 90 cm	105 – 125 cm	"Irish Wolfhound là gi?ng chó s?n c? x?a nh?t c?a Ireland, ???c m?nh danh là ""ng??i kh?ng l? hi?n lành"". Dù kích th??c r?t l?n, tính cách c?a chúng l?i ?i?m ??m, thân thi?n và g?n bó v?i con ng??i. Chúng r?t h?p v?i môi tr??ng gia ?ình, ??c bi?t là nh?ng n?i có sân v??n r?ng rãi. Vì b?n n?ng s?n m?i v?n còn, b?n nên hu?n luy?n t? nh? và cho v?n ??ng ngoài tr?i th??ng xuyên ?? duy trì s?c kh?e và ki?m soát hành vi.  
  
V? dinh d??ng, Irish Wolfhound c?n ch? ?? ?n nhi?u protein và canxi ?? h? tr? x??ng kh?p và c? b?p, ??c bi?t trong giai ?o?n phát tri?n nhanh t? 6 – 18 tháng tu?i. Nên chia thành nhi?u b?a nh? trong ngày thay vì cho ?n quá nhi?u m?t lúc, vì gi?ng chó này d? b? xo?n d? dày – m?t c?n b?nh nguy hi?m ? chó l?n.  
  
B? lông c?a Irish Wolfhound thu?c lo?i lông c?ng, thô, dài v?a ph?i nên vi?c ch?m sóc không quá ph?c t?p. B?n ch? c?n ch?i 1 – 2 l?n/tu?n ?? lo?i b? lông r?ng và b?i b?n. Tuy nhiên, c?n chú ý ??n s?c kh?e vì gi?ng chó này d? m?c b?nh tim, lo?n s?n x??ng hông và ung th? x??ng. Khám thú y ??nh k? và theo dõi cân n?ng là ?i?u r?t quan tr?ng ?? kéo dài tu?i th? c?a chúng."	50 – 80 tri?u VN?	20 – 35 tri?u VN?	2500 – 5500 USD (cá th? ??t chu?n có th? lên t?i 7500 USD)	1	3	3	5	large	2.133691372
20	Dog	italian_greyhound	12 n?m - 15 n?m 	3 – 5 kg	32 – 38 cm	45 – 55 cm	"Italian Greyhound là phiên b?n thu nh? c?a Greyhound, v?i vóc dáng m?nh kh?nh, nhanh nh?n và c?c k? thanh l?ch. Gi?ng chó này n?i ti?ng tình c?m, luôn qu?n quýt bên ch?, thích ng?i trong lòng và r?t d? g?n bó. Tuy nhiên, chúng khá nh?y c?m v?i l?nh và d? run r?y, vì v?y c?n gi? ?m vào mùa ?ông b?ng qu?n áo ho?c ch?n m?m.  
  
V? v?n ??ng, Italian Greyhound tuy nh? nh?ng v?n gi? b?n n?ng s?n m?i t?c ??, thích ch?y và r??t ?u?i. B?n nên cho chúng ?i d?o hàng ngày và có không gian an toàn ?? ch?y nh?y t? do. Dù v?y, do x??ng m?nh mai, chúng d? b? gãy x??ng n?u nh?y t? ?? cao ho?c ch?i ?ùa quá m?nh, nên c?n giám sát c?n th?n.  
  
Lông c?a Italian Greyhound r?t ng?n, m??t và d? ch?m sóc, ch? c?n lau chùi ho?c t?m ??nh k?. Dinh d??ng nên cân b?ng, giàu protein t? th?t n?c, cá, tr?ng k?t h?p rau c?, nh?ng l?u ý không cho ?n quá nhi?u tinh b?t vì d? gây béo phì. Ngoài ra, gi?ng chó này d? g?p v?n ?? v? r?ng mi?ng, nên t?p thói quen ch?i r?ng th??ng xuyên và ki?m tra ??nh k?.  
  
Italian Greyhound c?ng khá nh?y c?m v? tâm lý, d? b? lo âu n?u ? m?t mình quá lâu. ?ây là gi?ng chó phù h?p v?i ng??i nuôi có nhi?u th?i gian bên c?nh, thích nuôi chó nh? m?t ""ng??i b?n ??ng hành"" h?n là ch? làm thú c?nh."	30 – 50 tri?u VN?	15 – 25 tri?u VN?	2000 – 4000 USD	4	4	1	3	small	0.536884381
21	Dog	whippet	12 n?m - 15 n?m 	9 – 19 kg	44 – 56 cm	65 – 80 cm	"Whippet là gi?ng chó s?n t?c ?? có thân hình thon g?n, dáng v? thanh l?ch và tính cách hi?n hòa. Chúng r?t g?n bó v?i ch?, thích ???c n?m cu?n tròn trong ch?n ?m ho?c ng?i c?nh ng??i thân, nh?ng c?ng c?c k? nhanh nh?n khi ???c th? ra ch?y. Vì b?n n?ng s?n m?i v?n m?nh, Whippet thích ?u?i theo các v?t th? chuy?n ??ng nhanh, vì v?y b?n nên d?t chúng b?ng dây khi ?i d?o ? n?i công c?ng và ch? cho ch?y t? do ? khu v?c an toàn, có rào ch?n.  
  
Whippet có b? lông ng?n, m?n nh? nhung và r?t d? ch?m sóc. Chúng ít r?ng lông và h?u nh? không có mùi, ch? c?n lau chùi ho?c t?m r?a khi c?n thi?t. Tuy nhiên, do lông ng?n và da m?ng, chúng d? b? l?nh, nên vào mùa ?ông c?n m?c áo gi? ?m.  
  
V? dinh d??ng, Whippet c?n ch? ?? ?n giàu protein ?? duy trì c? b?p, k?t h?p v?i rau c? qu? ?? b? sung vitamin và ch?t x?. Do khá nh?y c?m v? tiêu hóa, b?n nên cho ?n th?c ?n ch?t l??ng, h?n ch? ?? ?n nhi?u d?u m? hay gia v?.  
  
Whippet là gi?ng chó ít s?a, s?ng tình c?m, hi?n lành, phù h?p v?i c? gia ?ình có tr? nh? ho?c ng??i l?n tu?i. Chúng ít khi hung d?, thích ???c vu?t ve và s?ng g?n g?i bên con ng??i. Tuy nhiên, gi?ng chó này không thích b? b? l?i m?t mình quá lâu, d? bu?n bã ho?c lo âu n?u thi?u s? quan tâm."	40 – 60 tri?u VN?	18 – 30 tri?u VN?	2000 – 4500 USD	3	3	1	5	medium	0.936202474
